"actor","gender"
"Aya Sugimoto","female"
"Miriam","transgender female"
"Miriam Rivera","transgender female"
"Misa Uehara","female"
"上原美佐","female"
"Bernice Liu","female"
"廖碧兒","female"
"Liu6 Bik1 Yi4","female"
"Liào Bì'ér","female"
"廖碧儿","female"
"Brent Everett","male"
"Brittany Andrews","female"
"Nanami Sakuraba","female"
"Naruhito Iguchi","male"
"Cathy Barry","female"
"Chapman To","male"
"杜汶澤","male"
"Dou6 Man4-zaak6","male"
"Dù Wénzé","male"
"杜汶泽","male"
"Charmaine Sheh","female"
"佘詩曼","female"
"Se4 Si1-maan6","female"
"Shé Shīmàn","female"
"佘诗曼","female"
"Charmaine Sinclair","female"
"Chen Bolin","male"
"Bolin Chen","male"
"Chan Pak-Lam","male"
"Chén Bólín","male"
"Chen Hao","female"
"Can4 Hou3","female"
"Chén Hǎo","female"
"陈好","female"
"陳好","female"
"Chi Chi LaRue","male"
"Nicholas Selby","male"
"Chiu Chi-ling","male"
"Chiu Chi Ling","male"
"Zhào Zhìlíng","male"
"Ziu6 Zi3ling4","male"
"趙志淩","male"
"Nikolai Kinski","male"
"Chris Jury","male"
"Christi Lake","female"
"Nobuko Otowa","female"
"乙羽 信子","female"
"Clare Thomas","female"
"Collin Chou","male"
"鄒兆龍","male"
"Zau1 Siu6-lung4","male"
"Zōu Zhàolóng","male"
"邹兆龙","male"
"Connie Chiu","female"
"Courtney Cummz","female"
"Crystal Knight","female"
"Daniel Wu","male"
"Wú Yànzǔ","male"
"ng4 jin6zou2","male"
"吳彥祖","male"
"吴彦祖","male"
"Debi Diamond","female"
"Debi Sue Voorhees","female"
"Denise Ho","female"
"何韵诗","female"
"何韻詩","female"
"ho4 wan5 si1","female"
"hé yùnshī","female"
"Derek Kok","male"
"郭政鴻","male"
"Gwok3 Zing3 Hung4","male"
"郭政鸿","male"
"Dru Berrymore","female"
"Endy Chow","male"
"Endy Chow Jaugwokyin","male"
"zau1 gwok3 yin4","male"
"zhou1 guo2 xian2","male"
"周國賢","male"
"Peter Tilbury","male"
"Eva Angelina","female"
"Evan Stone","male"
"Eve Angel","female"
"Fan Bingbing","female"
"Fàn Bīngbīng","female"
"Faan6 Bing1-bing1","female"
"Françoise Pascal","female"
"Gretchen","female"
"Göran Gillinger","male"
"Hayashiya Shōzō IX","male"
"Heather Hunter","female"
"Hillary Scott","female"
"Hinako Saeki","female"
"Hiromi Nagasaku","female"
"Raymond Wong Pak-ming","male"
"Wong4 Baak3 Ming4","male"
"黃百鳴","male"
"India","female"
"Issey Ogata","male"
"JJ Lin","male"
"林俊傑","male"
"林俊杰","male"
"Lín Jùnjié","male"
"Janet Jacme","female"
"Jeff Chang","male"
"Zhāng Xìn Zhé","male"
"张信哲","male"
"張信哲","male"
"Jelena Jensen","female"
"Jennifer Ketcham","female"
"Jennifer Rhodes","female"
"Rolf Skoglund","male"
"Rosemary Dempsey","female"
"Rosemary Jacqueline Dempsey","female"
"Johnny Hazzard","male"
"Judit Mascó","female"
"Julie Meadows","female"
"Justin Lo","male"
"側田","male"
"zak1 tin4","male"
"Justin Slayer","male"
"Kary Ng","female"
"吳雨霏","female"
"ng4 jyu5 fei1","female"
"wu2 yu3 fei1","female"
"吴雨霏","female"
"Katie Morgan","female"
"Kelly Lin","female"
"Lam Hei-lui","female"
"Lín Xīlěi","female"
"林熙蕾","female"
"Kelly Trump","female"
"Ken Ryker","male"
"Kenji Anan","male"
"Kenny Kwan","male"
"guān zhìbīn","male"
"gwaan1 zi3 ban1","male"
"关智斌","male"
"關智斌","male"
"Kimie Shingyoji","female"
"Kitten Natividad","female"
"Sanae Takagi","female"
"Kristen Bjorn","male"
"Kyōko Hasegawa","female"
"Satomi Hanamura","female"
"Satomi Kobayashi","female"
"Satomi Oka","female"
"Selina Jen","female"
"Rén Jiāxuān","female"
"Lezley Zen","female"
"Li Nanxing","male"
"Lǐ Nánxīng","male"
"李南星","male"
"Li Yuchun","female"
"Chris Lee","female"
"Lǐ Yǔchūn","female"
"Shane","female"
"Shauna Macdonald","female"
"Louise Frevert","female"
"Mandy Bright","female"
"Mandy Cho","female"
"Cáo Mǐnlì","female"
"cou4 man5 lei6","female"
"曹敏莉","female"
"Marina Kuroki","female"
"黒木マリナ","female"
"Mark Ashley","male"
"Mark Lui","male"
"Léi Sòng Dé","male"
"leoi4 zung6 dak1","male"
"雷頌德","male"
"Sita Chan","female"
"陈僖仪","female"
"陳僖儀","female"
"Matt King","male"
"Michelle Thorne","female"
"Mika Tan","female"
"Mimi Miyagi","female"
"Mineko Nishikawa","female"
"Myolie Wu","female"
"胡杏兒","female"
"Hú Xìng'ér","female"
"Wu4 Hang6-ji4","female"
"胡杏儿","female"
"Nanako Matsushima","female"
"Niki Chow","female"
"Zhōu Lì Qí","female"
"chow1 lai6 kei4","female"
"周丽淇","female"
"周麗淇","female"
"Noname Jane","female"
"Taylor Rain","female"
"Papaya Suzuki","male"
"Petter Hegre","male"
"Poppy Morgan","female"
"Raven Riley","female"
"Richie Jen","male"
"Jam6 Jin4-cai4","male"
"Richie Jen Hsien-chi","male"
"Rén Xiánqí","male"
"Rita Faltoyano","female"
"Robin Byrd","female"
"Ron Ng","male"
"吳卓羲","male"
"Ng4 Coek3 Hei1","male"
"Wú Zhuōxī","male"
"吴卓羲","male"
"Tish Ambrose","female"
"Sayaka Kanda","female"
"Shauna O'Brien","female"
"Shauna O’Brien","female"
"Shayla LaVeaux","female"
"Shino Kakinuma","female"
"Shirley Yeung","female"
"Yáng Sīqí","female"
"yeung4 si1 kei4","female"
"杨思琦","female"
"楊思琦","female"
"Shy Love","female"
"Steven Cheung","male"
"張致恆","male"
"coeng4 zi3 hang4","male"
"zhāng zhìhéng","male"
"张致恒","male"
"Vin Choi","male"
"Vin Choi Kay-Chun","male"
"coi3 kei4 zeon3","male"
"cài qí jùn","male"
"蔡淇俊","male"
"Tabitha Stevens","female"
"Takako Katou","female"
"Talvin DeMachio","male"
"Taylor St. Claire","female"
"Taylor Wane","female"
"Theresa Fu","female"
"Fu6 Wing6","female"
"Fù Yǐng","female"
"傅穎","female"
"傅颖","female"
"Tiana Lynn","female"
"Tommy Gunn","male"
"Tommy Hansen","male"
"Toshiaki Karasawa","male"
"Toshihide Wakamatsu","male"
"Yoshimi Iwasaki","female"
"Yumiko Hosono","female"
"Yuriko Hishimi","female"
"Zeffie Tilbury","female"
"Van Darkholme","male"
"Vanessa Blue","female"
"Yoku Shioya","male"
"Yukari Fukui","female"
"Yūna Inamura","female"
"Chris Wang","male"
"You Sheng","male"
"宥勝","male"
"Dada Chan","female"
"陳靜","female"
"Daisuke Kikuta","male"
"Esperanza Gomez","female"
"Figaro Tseng","male"
"Céng Shăo Zōng","male"
"曾少宗","male"
"Cecilia Han","female"
"Han Xue","female"
"韓雪","female"
"韩雪","female"
"Iris Chung","female"
"鍾采羲","female"
"Jeannie Chan","female"
"Chén yíng","female"
"陈滢","female"
"陳瀅","female"
"John P Marshall","male"
"John P. Marshall","male"
"Jonathan Wong Chee-Hynn","male"
"Jonathan Wong Chi Hin","male"
"Wong4 Zi2 Hin1","male"
"Wáng Zǐ Xuān","male"
"王梓軒","male"
"王梓轩","male"
"Jun Shison","male"
"Jérôme Charvet","male"
"Kimberly Chia","female"
"Xiè Jìngyí","female"
"谢静仪","female"
"Larisa Bakurova","female"
"Ruìshā","female"
"瑞莎","female"
"Lyan Cheng","female"
"Chéng Yǔ Xī","female"
"程予希","female"
"Masanori Ikeda","male"
"Masanori Ishii","male"
"Megan Lai","female"
"Lài Yǎyán","female"
"賴雅妍","female"
"Mini Chang","female"
"Chang Hsiao Chieh /Chang Ning Er","female"
"Ning Ni","female"
"张筱婕/张宁儿","female"
"張筱婕/張甯兒","female"
"筱婕/小婕/甯兒","female"
"Misaki Momose","female"
"Philip Ng","male"
"ng5 wan5 lung4","male"
"伍允龍","male"
"Ryan Lawrie","male"
"Takurō Ōno","male"
"Tamara Wall","female"
"Tia Lee","female"
"Li Yufen","female"
"李毓芬","female"
"Tsuyoshi Koyama","male"
"Venus Lux","female"
"Xu Bin","male"
"Xú Bīn","male"
"徐彬","male"
"Yurika Endō","female"
"Aislinn O'Neill","female"
"Aloysius Pang","male"
"Féng Wěizhōng","male"
"冯伟衷","male"
"Annie Chen","female"
"Annie Chen Ting Ni","female"
"Chén Tíng Nī","female"
"陳庭妮","female"
"Antonio Biaggi","male"
"Ari Ozawa","female"
"Atsuo Nakamura","male"
"Atsuro Watabe","male"
"Atsurō Watabe","male"
"Awa Ly","female"
"Ayaka Asai","female"
"Ayaka Suwa","female"
"Binbin Takaoka","male"
"Ceara O'Neill","female"
"Choi Soo-eun","female"
"Christy Mack","female"
"Courtney Trouble","female"
"Danica Dillon","female"
"Danica Dillan","female"
"Doug Cockle","male"
"Elaiza Ikeda","female"
"Eriko Matsui","female"
"Gordon Friedman","male"
"Haruka Yoshimura","female"
"Howard Dvorkin","male"
"Islah Abdur Rahman","male"
"Islah Abdur-Rahman","male"
"Jack Binstead","male"
"Jacky St. James","female"
"Jasper Liu","male"
"Liu Yi Hao","male"
"劉以豪","male"
"Jeannie Hsieh","female"
"Xiè Jīnyàn","female"
"謝金燕","female"
"谢金燕","female"
"Jessa Rhodes","female"
"Jiang Yiyan","female"
"Gong1 Jat1-jin1","female"
"Jiāng Yīyàn","female"
"Johan Schildt","male"
"Joséphine Jobert","female"
"Kaki Leung","female"
"梁嘉琪","female"
"Leung Ka Ki","female"
"Karole Rocher","female"
"Kenji Roa","male"
"Lau Wai Ming","female"
"劉惠鳴","female"
"Lee Hae-in","female"
"Lisa Cheng","female"
"郑丽莎","female"
"鄭麗莎","female"
"Lucie Jeanne","female"
"Mari Nakatsu","female"
"中津 真莉","female"
"Mari Nishio","female"
"Masuimi Max","female"
"Max Ryder","male"
"Mayuki Makiguchi","female"
"Mia Isabella","female"
"Momoka Nishina","female"
"Nico Tatarowicz","male"
"Nike Arrighi","female"
"Nikki Delano","female"
"Noriko Eguchi","female"
"Ozzie Devrish","male"
"Penny Pax","female"
"Pong Nan","male"
"藍奕邦","male"
"Lan Yibang","male"
"Priscilla Wong","female"
"Huáng Cuì Rú","female"
"Wong4 Ceoi3 Jyu4","female"
"黃翠如","female"
"庄群施","female"
"Queenzy Cheng","female"
"Zhuāng qún shī","female"
"Reina Triendl","female"
"Samantha Bentley","female"
"Samir Boitard","male"
"Seiran Kobayashi","female"
"Sharon Kwan","female"
"关诗敏","female"
"關詩敏","female"
"Shiga Lin","female"
"連詩雅","female"
"Siobhan O'Neill","female"
"Tadao Takashima","male"
"Takahisa Maeyama","male"
"Alfred Paget","male"
"Brandon Wong","male"
"Diana Davies","female"
"Fritiof Billquist","male"
"George Barraud","male"
"Hisayoshi Suganuma","male"
"Jeff Stevenson","male"
"Julie Neubert","female"
"Kanako Fukaura","female"
"Kanako Maeda","female"
"前田 夏菜子","female"
"Kanako Mitsuhashi","female"
"Mitsuhashi Kanako","female"
"三橋 加奈子","female"
"Kanako Sakai","female"
"Kasumi Nakane","female"
"仲根かすみ","female"
"Li Wenhai","male"
"Lǐ Wénhǎi","male"
"李文海","male"
"Linda Wong","female"
"王馨平","female"
"刘烨","male"
"劉燁","male"
"Liu Ye","male"
"Líu Yè","male"
"Louis Emerick","male"
"Mai Sekiguchi","female"
"Margit Carlqvist","female"
"Mary Dibley","female"
"Mary Porter","female"
"Max Bacon","male"
"Mayuko Aoki","female"
"Missy","female"
"Philippe Chevallier","male"
"Rhonda Jo Petty","female"
"Shigeru Muroi","female"
"Yurin","female"
"Akoya Sogi","female"
"Alexandra Pigg","female"
"Black Angelika","female"
"Brenda De Banzie","female"
"Brenda Doreen Mignon de Banzie","female"
"Brenda Vaccaro","female"
"Camilla Sparv","female"
"Christer Boustedt","male"
"Christer Flodin","male"
"David Gwillim","male"
"Dayo Wong","male"
"黃子華","male"
"黄子华","male"
"Dennis Law","male"
"lo4 sau2 yiu6","male"
"luo2 shou3 yao4","male"
"罗守耀","male"
"羅守耀","male"
"Elizabeth Chambers","female"
"Gallen Lo","male"
"Lo4 Gaa1leong4","male"
"Luó Jiāliáng","male"
"罗嘉良","male"
"羅嘉良","male"
"Gyuri Sarossy","male"
"Helen Haye","female"
"Hisaya Morishige","male"
"Hollie-Jay Bowes","female"
"Hou Yong","male"
"Hóu Yǒng","male"
"Hau4 Jung5","male"
"侯勇","male"
"Hugh Mitchell","male"
"Hugh Pryse","male"
"Jack McKenzie","male"
"Jackie Lane","female"
"James Tien","male"
"Tin4 Zeon3","male"
"Tián Jùn","male"
"田俊","male"
"Jason Chan","male"
"can4 paak3 jyu5","male"
"陳柏宇","male"
"Jason Chan Chi-san","male"
"Can4 Zi3 San1","male"
"Chén Zhìshēn","male"
"Jean Desailly","male"
"Jean Desaily","male"
"Jessica Hall","female"
"Joyzelle Joyner","female"
"Keizō Kanie","male"
"Leonard Williams","male"
"Ma Sanli","male"
"馬三立","male"
"马三立","male"
"Mǎ Sānlì","male"
"Masakazu Tamura","male"
"Maudie Dunham","female"
"Michel Drach","male"
"Misako Tanaka","female"
"Nakamura Utaemon I","male"
"Nakamura Utaemon II","male"
"Peter Denyer","male"
"Rena Niehaus","female"
"Rumiko Koyanagi","female"
"Rumiko Ukai","female"
"Ukai Rumiko","female"
"鵜飼 るみ子","female"
"Ryan Thomas","male"
"Ryūtarō Ōtomo","male"
"Sarah-Jane Gwillim","female"
"Sarah Patterson","female"
"Shoshana Zuboff","female"
"Simon Roberts","male"
"Sophie Evans","female"
"Thérèse Liotard","female"
"Yuiko Tatsumi","female"
"Yukiko Iwai","female"
"Yuriko Hanabusa","female"
"Christian Vadim","male"
"Sally Yeh","female"
"葉蒨文","female"
"Yè Qiànwén","female"
"jip6 sin3 man4","female"
"叶倩文","female"
"Selen","female"
"Erik Everhard","male"
"Jing Tian","female"
"Jǐng tián","female"
"景甜","female"
"Sean Michaels","male"
"Terence Cooper","male"
"Florence Gill","female"
"Cole Youngblood","male"
"Ai Uchikawa","female"
"Akiko Kōmoto","female"
"Alex Etel","male"
"Allan Wu","male"
"Wú Zhèntiān","male"
"吴振天","male"
"Andrew Mackintosh","male"
"André Sjöberg","male"
"Armand Kaliz","male"
"Ashley Gunstock","male"
"Bak Sheut-sin","female"
"Baak6 Syut3 Sin1","female"
"Bái Xuěxiān","female"
"白雪仙","female"
"Bobby Hollander","male"
"Brian Gwaspari","male"
"Calvin Chen","male"
"Chén Yìrú","male"
"San4 Jik6-jyu4","male"
"Cat Simmons","female"
"Cheung Siu-fai","male"
"Eddie Cheung","male"
"張兆輝","male"
"张兆辉","male"
"Chris Trenfield","male"
"David Buck","male"
"David Crellin","male"
"David Ellison","male"
"Diane Fletcher","female"
"Dora Söderberg","female"
"Ebba Hultkvist","female"
"Ebba Johanna Birgitta Hultkvist","female"
"Eri Kikuchi","female"
"Eric Richard","male"
"Erika Hoffman","female"
"Erina Yamaguchi","female"
"Gary Hailes","male"
"Geff Francis","male"
"Heather Vandeven","female"
"Jade-Blue Eclipse","female"
"Jade Blue Eclipse","female"
"Jade Seah","female"
"Xiè Měiyù","female"
"謝美玉","female"
"谢美玉","female"
"Jeannie Pepper","female"
"Jenny Ulving","female"
"Jim Dunk","male"
"Joe Shaw","male"
"John Moulder-Brown","male"
"Joone","male"
"Karen Mayo-Chandler","female"
"Kate Asabuki","female"
"Keron Thomas","male"
"Kristina Jämtmark","female"
"Louise Harrison","female"
"Marie Göranzon","female"
"Mark Spalding","male"
"Martin Ljung","male"
"Masanari Nihei","male"
"Matthew Crompton","male"
"Matthew Ko","male"
"Gou1 Gwan1 Jin4","male"
"Gāo Jūnxián","male"
"高鈞賢","male"
"高钧贤","male"
"Paul Frankeur","male"
"Phil McDermott","male"
"Power Chan","male"
"陳國邦","male"
"Chén Guóbǎng","male"
"can4 gwok3 bong1","male"
"陈国邦","male"
"Race Davies","female"
"René Simon","male"
"Roland Curram","male"
"Samuel Fröler","male"
"Serena Gordon","female"
"Shermon Tang","female"
"邓上文","female"
"鄧上文","female"
"Sophie Bould","female"
"Steven Farebrother","male"
"Torsten Lilliecrona","male"
"Wei Zi","male"
"Wēi Zǐ","male"
"巍子","male"
"Wilfred Lau","male"
"lau4 hou5 lung4","male"
"liu2 hao4 long2","male"
"刘浩龙","male"
"劉浩龍","male"
"Yam Kim-fai","female"
"Yam Kim Fai","female"
"Jam4 Gim3 Fai1","female"
"Rén Jiànhuī","female"
"任剑辉","female"
"任劍輝","female"
"Zhang Fengyi","male"
"张丰毅","male"
"張豐毅","male"
"Zhāng Fēngyì","male"
"Sachiko Hidari","female"
"左 幸子","female"
"Alf Kjellin","male"
"Amber Agar","female"
"Amber Agha","female"
"Angela Pan","female"
"Pān Yíngzǐ","female"
"潘迎紫","female"
"Annalisa Ericson","female"
"Arvid E. Gillstrom","male"
"Avis Bunnage","female"
"Axel Düberg","male"
"Ayame Ikehata","female"
"Benkt-Åke Benktsson","male"
"Björn Bjelfvenstam","male"
"Brooke Ballentyne","female"
"C. J. Laing","female"
"C.J. Laing","female"
"Doris Svedlund","female"
"Erik Hell","male"
"Erik Strandmark","male"
"Georg Funkquist","male"
"Gudrun Brost","female"
"Gunnar Sjöberg","male"
"Göran Ragnerstam","male"
"Hjördis Petterson","female"
"Holly Lucas","female"
"Hugo Björne","male"
"Iain McKee","male"
"Ian Gouw","male"
"Ng4 King2-Tou1","male"
"Wú Jĭngtāo","male"
"吳澋滔","male"
"吴澋滔","male"
"Inga Gill","female"
"Inga Landgré","female"
"Ix Shen","male"
"Shěn Qīngshàn","male"
"沈倾剡 / 沈倾掞","male"
"瀋傾剡 / 瀋傾掞","male"
"Jin Horikawa","male"
"Joan Maude","female"
"Joel Lawrence","male"
"John Elfström","male"
"Lacy Rose","female"
"Liu Wai-hung","male"
"Liu Wai Hung","male"
"Liào Wěixióng","male"
"廖伟雄","male"
"廖偉雄","male"
"Mary Saunderson","female"
"Mia Rose","female"
"Michael Stefano","male"
"Michelle Maylene","female"
"Michelle Maylene Lavenant","female"
"Mimi Nelson","female"
"Miyako Endō","female"
"Mona Malm","female"
"Monica Mattos","female"
"Monster Maezuka","male"
"Mélanie Coste","female"
"Melanie Coste","female"
"Namewee","male"
"Huang Mingzhi","male"
"黃明志","male"
"Natalie Denning","female"
"Nikita Gross","female"
"Priscila Sol","female"
"Roy Chiu","male"
"Qiū Zé","male"
"yau1 zak9","male"
"邱泽","male"
"邱澤","male"
"Sayuri Sadaoka","female"
"Seika Hosokawa","female"
"Sigge Fürst","male"
"Sindee Coxx","female"
"Sture Ericson","male"
"Sven-Eric Gamble","male"
"Sven Lindberg","male"
"Tanya Hyde","female"
"Wang Baoqiang","male"
"王宝强","male"
"Wáng Bǎoqiáng","male"
"王寶強","male"
"Wong He","male"
"王喜","male"
"Yngve Nordwall","male"
"Åke Grönberg","male"
"Christiane Minazzoli","female"
"Gracie Glam","female"
"Monica Sweetheart","female"
"Kim Peacock","male"
"Noriko Aoyama","female"
"Stanley Cheung","male"
"Zhāng Jǐngchún","male"
"Zoeng1 Ging2 Seon4","male"
"张景淳","male"
"張景淳","male"
"Abby Rakic-Platt","female"
"Angélique D'Hannetaire","female"
"Billy Boyle","male"
"Bradford Thomas Wagner","male"
"Cheng Gwan-min","male"
"Cheng Gwan Min","male"
"cheng4 gwaan1 meen2","male"
"zhèng jūn miàn","male"
"君綿","male"
"郑君绵","male"
"鄭君綿","male"
"Colin Edwynn","male"
"Dagul","male"
"Gene Gerrard","male"
"Hiroshi Koizumi","male"
"Inga Brooksby","female"
"Jean-Baptiste Nicolet","male"
"Jean-François Fieuzal","male"
"Jean Heywood","female"
"Jean Mamy","male"
"Joe Cheung","male"
"Joe Cheung Tung Cho","male"
"Johan Rabaeus","male"
"Julia Lockwood","female"
"Katherine Jakeways","female"
"Kim Anderzon","female"
"Kōji Takahashi","male"
"Madhav Sharma","male"
"Nancy Wu","female"
"胡定欣","female"
"Hú Dìngxīn","female"
"Wu4 Ding6 Jan1","female"
"Oscar Ljung","male"
"Patricia Mok","female"
"Patricia Mok Siu Leng","female"
"mok4 siu2 ling2","female"
"mò xiáo líng","female"
"小玲","female"
"莫小玲","female"
"Paul Chung","male"
"Zung Bou Lo","male"
"鍾保羅","male"
"钟保罗","male"
"Paul Sorensen","male"
"Peter Ho","male"
"Ho4 Jeon6-dung1","male"
"Hé Rùndōng","male"
"何润东","male"
"何潤東","male"
"Rin Aoki","female"
"Robert Shatterell","male"
"Ryo Ueno","male"
"Shaun Chen","male"
"Chén Hóngyǔ","male"
"陈泓宇","male"
"陳泓宇","male"
"Soh Hang-suen","female"
"soh3 hang4 suen1","female"
"苏杏璇","female"
"蘇杏璇","female"
"Sophie Lothaire","female"
"Steven O'Donnell","male"
"Sybil Arundale","female"
"Takeshi Tsuruno","male"
"Tin Kai-man","male"
"Tin Kai-Man","male"
"田啟文","male"
"Yoshiyuki Kono","male"
"An Nanba","female"
"Anna Calder-Marshall","female"
"Bak Man-biu","male"
"Bak Man Biu","male"
"白文彪","male"
"Barbara Cason","female"
"Barry K. Barnes","male"
"Cameron Marshall","male"
"Darren John Langford","male"
"Eileen Costello","female"
"Eileen (Ellen) Costello","female"
"Elliot Ngok","male"
"Yueh Hua","male"
"岳華","male"
"Ngok6 Waa4","male"
"Yuè Huá","male"
"岳华","male"
"Elof Ahrle","male"
"Ernest Hare","male"
"Françoise Pitel","female"
"Gio Petré","female"
"Hiroki Suzuki","male"
"Julia Ford","female"
"Karin Kavli","female"
"Keiko Suzuka","female"
"Kent North","male"
"Keve Hjelm","male"
"Karl Evert ""Keve"" Hjelm","male"
"Laura Petela","female"
"Lecatte-Folleville","male"
"Loong Kin Sang","female"
"Loong Kim Sang","female"
"Lung4 Gim3 Saang1","female"
"Lóng Jiànshēng","female"
"龍劍笙","female"
