"George A. Cooper"
"Leslie Pearce"
"Julie Lopes-Curval"
"Chiu Keng Guan"
"周青元"
"Won Shin-yun"
"Geremie Barmé"
"Jeffrey Obrow"
"Ribhu Dasgupta"
"Thurlow Bergen"
"Craig Shapiro"
"Ketan Anand"
"Thomas Glynn"
"Tali Shalom Ezer"
"Kim Bass"
"Alex Cox"
"Sam Raimi"
"Alok Nembang"
"Jake Rademacher"
"Manish Gupta"
"Minoru Kawasaki"
"Peter Sohn"
"Santiago Segura"
"Scud"
"Scud (Danny Cheng Wan-Cheung)"
"云翔"
"Sujoy Ghosh"
"Teruo Ishii"
"Andrew Silver"
"Daniel Cross"
"Mila Aung-Thwin"
"Amal Neerad"
"Arash T. Riahi"
"Craig Zobel"
"David Grubin"
"Emud Mokhberi"
"Eric Forsberg"
"Gardner Loulan"
"H.P. Mendoza"
"H. Scott Hughes"
"Hisham Zreiq"
"Maija DiGiorgio"
"Mariano Raffo"
"Melody Gilbert"
"Michael Paxton"
"Nate Taylor"
"Sean Weathers"
"Tom Kuntz"
"Zach Cregger"
"Ziad Touma"
"Chimbu Deven"
"Don McBrearty"
"Gustaf Molander"
"James Watkins"
"Nicholas Stoller"
"Rodrigo García"
"Abderrahmane Sissako"
"R. J. Adams"
"Norman Lee"
"Sabapathy Dekshinamurthy"
"Sandra Feldman"
"Sion Sono"
"Adam Elliot"
"Cyrus Nowrasteh"
"Doug Pray"
"Hitoshi Matsumoto"
"John E. Hudgens"
"José Mojica Marins"
"Nadine Labaki"
"نادين لبكي"
"Prakash Jha"
"George Roy Hill"
"Stephan Brenninkmeijer"
"Christopher Nolan"
"Eric Bana"
"Shuki Levy"
"Geoffrey Sax"
"Stephen Frears"
"David G. Conover"
"Eric Daniel Metzgar"
"Steven Robman"
"Suroosh Alvi"
"Anwar Rasheed"
"Dror Soref"
"Oscar Alvarado"
"Oskar Alvarado"
"Susi Graf"
"Tommy Wirkola"
"Brij Sadanah"
"Sanjay Nayak"
"Nick Hurran"
"Peter Werner"
"Kang Hyeong-cheol"
"Ashu Trikha"
"Teddy Chan"
"Alejandro Jodorowsky"
"Hiroyuki Yamaga"
"Paul Weitz"
"Pierre Morel"
"Satoshi Kon"
"Kazuya Tsurumaki"
"Eduardo Sánchez"
"Nick Cassavetes"
"Rouzbeh Rashidi"
"Sajid Khan"
"Tom Vaughan"
"Vinay Shukla"
"Corbin Bernsen"
"Daniel Barnz"
"Martin Koolhoven"
"Vijayakrishnan"
"Akio Jissoji"
"Albert Nerenberg"
"Bernard Campan"
"Chris Paine"
"Lonny Price"
"Adam Wingard"
"Arthur Qwak"
"James Lemmo"
"Chris Morris"
"Mel Brooks"
"Adam Smith"
"Edgar Selwyn"
"John Gray"
"Jordan Walker-Pearlman"
"Luis Buñuel"
"Martha Coolidge"
"Teller"
"Nancy Meyers"
"Al Waxman"
"Camillo Mastrocinque"
"Dana Brown"
"Francesco Rosi"
"Ken Horstmann"
"Kevin Rafferty"
"Mark Crutcher"
"Christopher Smith"
"Henry Ferrini"
"Katherine Dieckmann"
"Masanobu Deme"
"出目昌伸"
"Osamu Dezaki"
"Paolo Sorrentino"
"Sanaa Hamri"
"Tetsuya Nakashima"
"Regardt van den Bergh"
"Benny Chan"
"Can4 Meok6 Sing3"
"Chén Mùshèng"
"陈木胜"
"陳木勝"
"Christopher Long"
"Jugal Hansraj"
"Scott Sanders"
"Tushar Ranganath"
"Oliver Hirschbiegel"
"Bill Condon"
"Burr Steers"
"Rob Bowman"
"Rachid Bouchareb"
"Erwin Wagenhofer"
"Michel Soutter"
"Didier Bourdon"
"Veiko Õunpuu"
"Christopher Denham"
"Giorgio Pastina"
"Giorgio Pàstina"
"Arthur W. Sterry"
"Arthur William Sterry"
"Rensil D'Silva"
"Uday Ananthan"
"Preetham Gubbi"
"Danishka Esterhazy"
"Lee Han"
"Pepita Ferrari"
"Rasu Madhuravan"
"Rasu Madhurav"
"Charles Robert Carner"
"David Bruckner"
"Harry Dodge"
"Arrigo Bocchi"
"Jeong Yoon-soo"
"Reginald Harkema"
"Carlos Saldanha"
"Leonid Gaidai"
"Sridhar Rangayan"
"Stephen Poliakoff"
"Jang Jin"
"Bruce David Janu"
"John Borowski"
"Kris Williams"
"Michael Arias"
"Nathan Christoffel"
"Shyamaprasad"
"Vipul Amrutlal Shah"
"Adam Bertocci"
"Boris Malagurski"
"Jennifer Fox"
"Jochen Alexander Freydank"
"Liam Andrew Wright"
"Mikhail Segal"
"Nick Palumbo"
"Daniel McNicoll"
"Harun Mehmedinović"
"Nicolas Rossier"
"Stefan Pleszczynski"
"Abhishek Chaubey"
"Bernhard Wicki"
"Jean-François Richet"
"Louis Leterrier"
"Rory Quintos"
"Simon Barrett"
"Andrea Arnold"
"Harry Horner"
"Neill Blomkamp"
"Robert M. Young"
"Robert Milton Young"
"Shawn Levy"
"William Dear"
"Tim Sullivan"
"Bruce Dellis"
"Gray Hofmeyr"
"Hamo Beknazarian"
"Giuliano Carnimeo"
"Didier Haudepin"
"Erik White"
"György Gát"
"Will Gluck"
"Yoo Ha"
"Sam Liu"
"Jayendra Panchapakesan"
"Jason Eisener"
"Kaushik Ghatak"
"Martin Kemp"
"Chris Carter"
"Elka Nikolova"
"Gareth Evans"
"Kieran Mulroney"
"Michael Whitton"
"Richard Jobson"
"Takashi Miike"
"Kevin Smith"
"Alice Elliott"
"Anne Aghion"
"Daryn Tufts"
"Dietmar Post"
"Flavio Alves"
"Flávio Alves"
"Lucia Palacios"
"Lucía Palacios"
"Shamim Sarif"
"Richard Donner"
"Rudolph Cartier"
"Damien Dante Wayans"
"Juan Pablo Rebella"
"Paul Yule"
"Sam Bozzo"
"Samuel Bozzo"
"Theodore Reed"
"YVS Chowdary"
"Chowdary"
"Yasuichiro Yamamoto"
"Robert Connolly"
"Lynn Shelton"
"Pascal Laugier"
"Patrick Creadon"
"Richard Brouillette"
"Tarik Saleh"
"Andrucha Waddington"
"Anjali Menon"
"Virgil Calotescu"
"Adrian Brunel"
"William Malone"
"Christian Duguay"
"F. W. Thring"
"Hubert Davis"
"Kim Dong-won"
"Kim Dong-won (1962)"
"Luis Piedrahita"
"Phil Lord and Christopher Miller"
"Raúl Ruiz"
"Robert Fuest"
"James A. Contner"
"Brian Metcalf"
"Allen Wolf"
"David Ridgen"
"Hu Mei"
"Hú Méi"
"胡玫"
"Robert Kenner"
"Seth Gordon"
"Bam Margera"
"Hideaki Anno"
"庵野秀明"
"Hirokazu Koreeda"
"Mark Romanek"
"Pauly Shore"
"Richard Dutcher"
"Bill Duke"
"Catherine Hardwicke"
"James Fotopoulos"
"Melora Hardin"
"Nuri Bilge Ceylan"
"Priyadarshan"
"Robert Greenwald"
"Roy Andersson"
"Tyler Perry"
"Robert Duvall"
"Victor Fleming"
"Dávid Géczy"
"Justin Schein"
"Steven M. Smith"
"William Sachs"
"Liz Marshall"
"Silas Howard"
"André Forcier"
"Bud Yorkin"
"David Soren"
"Sönke Wortmann"
"Theodor Luts"
"Jack Bender"
"Ryoo Seung-wan"
"Ryu Seung-wan"
"Zack Snyder"
"Blessy"
"Luis Llosa"
"Peter Billingsley"
"Sarah Watt"
"Andy Tennant"
"Prachya Pinkaew"
"Stephen Wallace"
"Olaf Ittenbach"
"Ben Rock"
"Wilson Yip"
"Yé Wěixìn"
"jip6 wai2 seon3"
"叶伟信"
"葉偉信"
"Peter Ramsey"
"Matt Reeves"
"Sam Grossman"
"Domenico Distilo"
"Jennifer Baichwal"
"Raymond Yip"
"Vinko Möderndorfer"
"Ashok Pati"
"Glenn McQuaid"
"Matthew Vaughn"
"A. L. Vijay"
"Alejandro González Iñárritu"
"Allan Moyle"
"Dinesh Baboo"
"Fernando Meirelles"
"Jack Johnson"
"Jacques Tourneur"
"Maurice Tourneur"
"Rahul Dholakia"
"Yoshishige Yoshida"
"Fabrizio De Angelis"
"Massimo Dallamano"
"Georgi Yungvald-Khilkevich"
"George Jungvald-Khilkevitch"
"Raja Krishna Menon"
"Dan Eckman"
"Doreen Granpeesheh"
"Glenn Berggoetz"
"Julie Davis"
"Michael Gleissner"
"Radio Silence"
"Ralph Hemecker"
"Suzi Yoonessi"
"Bert Convy"
"Bruce LaBruce"
"Jared Hess"
"Jerusha Hess"
"Jesús Franco"
"Karan Johar"
"Peter Adair"
"Bruce Hendricks"
"Derrick Borte"
"Jean-Paul Lilienfeld"
"Keren Yedaya"
"Chris Chan Lee"
"David Slade"
"David Aldrin Slade"
"Pavel Lungin"
"Everett Lewis"
"Jeff Burr"
"Jiří Barta"
"Joe Swanberg"
"Trevor Moore"
"Friz Freleng"
"Emilio Estevez"
"Lucian Pintilie"
"Oren Peli"
"Pablo Stoll"
"Richard Cummings Jr."
"Takashi Yamazaki"
"Tarun Mansukhani"
"David Field"
"Francis Veber"
"Gerd Oswald"
"Ken Annakin"
"Kevin Doherty"
"Marcelo Piñeyro"
"Nick Giannopoulos"
"Nikolaos Giannopoulos"
"()"
"Ramin Bahrani"
"Robert Stone"
"Shankar Ramakrishnan"
"Sterlin Harjo"
"Togan Gökbakar"
"Yasuhiro Yoshiura"
"Gregg Hale"
"Can Dündar"
"Matt Lipsey"
"Nanette Burstein"
"Satish Kaushik"
"Senkichi Taniguchi"
"Dorothy Arzner"
"Guillermo Arriaga"
"José Nascimento"
"Todd Phillips"
"Agnès Jaoui"
"Eytan Fox"
"Hong Sang-soo"
"Im Sang-soo"
"Tom McGrath"
"Fábio Barreto"
"José Padilha"
"Koichi Sakamoto"
"Kōji Yamamura"
"Leslie Cockburn"
"Micki Dickoff"
"Cathy Garcia-Molina"
"Huang Yiliang"
"Huáng Yìliáng"
"黄奕良"
"Matt Mahurin"
"Zhang Yibai"
"Zhāng Yībái"
"张一白"
"張一白"
"B. Unnikrishnan"
"Robert Vince"
"Lee Kyoung-mi"
"Wilfrid North"
"Chris Ward"
"Panna Rittikrai"
"Chris Weitz"
"Mahiro Maeda"
"Carlos Saura"
"Colin Alexander Cunningham"
"David Winning"
"Pankaj Sharma"
"Kevin Sullivan"
"Mika Ronkainen"
"Pejman Akbarzadeh"
"Revathi"
"Ronnie del Carmen"
"Tomás Gutiérrez Alea"
"Stephan Elliott"
"Ulli Lommel"
"Ben Ramsey"
"Greg Aronowitz"
"Gil Junger"
"William Nigh"
"Ken McMullen"
"Tony Jaa"
"Stephen Furst"
"Rob Marshall"
"Sam Taylor"
"Barry Barclay"
"Beeban Kidron"
"Hans Canosa"
"Rob Letterman"
"Yumi Yoshiyuki"
"Madhumitha"
"Tigmanshu Dhulia"
"James Vasquez"
"Daniel Catullo"
"François Reichenbach"
"Semyon Aranovich"
"Семён Аранович"
"Sergey Dvortsevoy"
"Shimit Amin"
"Urszula Antoniak"
"Adam Smoluk"
"Alfredo De Villa"
"Chip Gubera"
"Gary Hustwit"
"Raj and D.K."
"Rex Bromfield"
"Justin Simms"
"Kris Lefcoe"
"Rajiv Patil"
"James Bogle"
"M. Padmakumar"
"Constance Jackson"
"Jean Bach"
"Dean Murphy"
"Jeon Yun-su"
"Tim Burton"
"Werner Herzog"
"Wolfgang Petersen"
"Mikhail Romm"
"Михаил Ромм"
"Raman Hui"
"Alan Crosland"
"George Marshall"
"John Carney"
"M. Krishnan Nair"
"Mamoru Hosoda"
"Manmohan Desai"
"Manmohan Desai( )"
"Oscar Apfel"
"Petr Zelenka"
"Saeed Khan Rangeela"
"Rangeela"
"V. Shantaram"
"Walter Grauman"
"Bernard Émond"
"Hanna Polak"
"Matthew Krentz"
"Matthew Scott Krentz"
"Paul B. Germain"
"Phil Hawkins"
"Ray Griggs"
"Shinji Imaoka"
"Cory McAbee"
"David Conolly"
"Suri"
"Duniya Soori"
"ಸೂರಿ"
"Frank McDonald"
"Glenn Standring"
"Jos Stelling"
"Kaithapram Damodaran Namboothiri"
"Lambert Hillyer"
"Lesley Selander"
"Mario Soldati"
"Sook-Yin Lee"
"Maurice Elvey"
"Michael Tuchner"
"André Brassard"
"Chito S. Roño"
"Jamie Thraves"
"Scott R. Dunlap"
"K. B. Tilak"
"Lane Janger"
"Jack Gage"
"Erik Ode"
"Govind Nihalani"
"Helen Whitney"
"Jeff Levy-Hinte"
"Al Christie"
"René Clair"
"Renny Harlin"
"David Gordon Green"
"Irwin Allen"
"Shinji Sōmai"
"A. Edward Sutherland"
"Ivy Ho"
"岸西"
"Jacqueline Audry"
"Jun Lana"
"Mort Nathan"
"Harold Huth"
"Peter Lauer"
"Matt Sterling"
"Ahmad Bashir"
"احمد بشیر"
"O. P. Dutta"
"Chakri Toleti"
"Joel Conroy"
"Challis Sanderson"
"Gaston Mervale"
"Lawson Harris"
"Monte Luke"
"Francis Searle"
"Ralph Murphy"
"Elia Suleiman"
"Hariharan"
"K. Shankar"
"Radha Mohan"
"Raja Gosnell"
"Rajkumar Kohli"
"Rajkumar Santoshi"
"Sydney Pollack"
"G. Aravindan"
"Mark Waters"
"Dasari Yoganand"
"D.Yoganand"
"John Emerson"
"Kevin Willmott"
"Kevin Willmot"
"Matthew Robinson"
"Meher Ramesh"
"P. Subramaniam"
"Prakash"
"Atef Salem"
"عاطف سالم"
"André Cayatte"
"Chester Withey"
"Harry Beaumont"
"Shaun Monson"
"Sonnie Hale"
"Stevan Filipović"
"Daniel Haller"
"J. D. Chakravarthy"
"Luc Moullet"
"Gilles Carle"
"Panos H. Koutras"
"Scott McGehee"
"James Honeyborne"
"David Fincher"
"Jim Jarmusch"
"Khwaja Ahmad Abbas"
"Khwaja Ahmad Abbas / K. A. Abbas"
"Robert Rodriguez"
"Breck Eisner"
"Ellis R. Dungan"
"Ellis Roderick Dungan"
"Géza von Cziffra"
"John O'Brien"
"John Wells"
"Kit Hung"
"洪榮杰"
"Ricardo Darín"
"D. Ross Lederman"
"John Erman"
"Erik Gandini"
"Tamar Simon Hoffs"
"Émilie Deleuze"
"Aaron Woolfolk"
"John Harlow"
"Tibor Takács"
"Andrew Stanton"
"André Cauvin"
"Helma Sanders-Brahms"
"John Boorman"
"Michael Winterbottom"
"Garry Marshall"
"William Peter Blatty"
"Fred Niblo"
"George B. Seitz"
"George Sidney"
"Allen and Albert Hughes"
"Ken G. Hall"
"M. F. Husain"
"MF Husain"
"Mahesh Bhatt"
"Terence Fisher"
"Yuen Woo-ping"
"Jyun4 Wo4ping4"
"Yuán Hépíng"
"袁和平"
"Shahriar Bahrani"
"Robert A. Stemmle"
"Ernst Marischka"
"Max Mack"
"Eric Brevig"
"John Lee Hancock"
"Rowland Brown"
"Amleto Palermi"
"Marco Berger"
"Pen Densham"
"Aziz Sejawal"
"Eric Steven Stahl"
"Hanung Bramantyo"
"Muppalaneni Shiva"
"Pál Zolnay"
"D. Rajendra Babu"
"Gösta Stevens"
"Zia Sarhadi"
"Abrid Shine"
"Castellano & Pipolo"
"Castellano and Pipolo"
"Ambili"
"Ambili (Singer)"
"K. G. Rajasekharan"
"K. K. Haridas"
"Onur Tukel"
"Herbert Rappaport"
"(Герберт Раппапорт)"
"Gerbert Moritsevich Rappaport"
"Konrad Wolf"
"C. V. Sridhar"
"Cecil Hepworth"
"Daniel Petrie"
"Hrishikesh Mukherjee"
"Hans W. Geißendörfer"
"Lee Cheol-ha"
"Ben Steinbauer"
"Daryl Duke"
"Steven Okazaki"
"Monty Miranda"
"Robin Melanie Leacock"
"Andrew McPhillips"
"Joel Potrykus"
"Patricio Valladares"
"Robinson Savary"
"Dulal Guha"
"Gennaro Righelli"
"Peter Chan"
"Peter Ho-sun Chan"
"陈可辛"
"陳可辛"
"Phani Majumdar"
"Dharani Director"
"Indra Kumar"
"Yasmin Ahmad"
"Yasmin binti Ahmad"
"William Keighley"
"Andrew Upton"
"Ekachai Uekrongtham"
"Erik Skjoldbjærg"
"Luigi Filippo D'Amico"
"Sean S. Baker"
"Wilfred Jackson"
"Horst E. Brandt"
"Charles Matthau"
"Pasquale Squitieri"
"Kunal Deshmukh"
"Mario Martone"
"Marion Hänsel"
"Martin Davidson"
"Nigel Noble"
"Ramesh Talwar"
"T. S. Nagabharana"
"Peter Levin"
"Javor Gardev"
"Gardev, Javor"
"Ernesto García Cabral"
"Bob Bowdon"
"Charles Saunders"
"Harmony Korine"
"Mary Stuart Masterson"
"Raymond Longford"
"Robert Young"
"Sylvester Stallone"
"Walter Tennyson"
"Alain Resnais"
"Art Clokey"
"Jean-Luc Godard"
"Robert Redford"
"Roger Vadim"
"Ron Howard"
"Elaine Constantine"
"Karu Pazhanaiappan"
"Karu Pazhaniappan"
"Josef von Báky"
"Henry Koster"
"Ismael Rodríguez"
"Malcolm Ingram"
"Malcolm ""Mo"" Ingram"
"Ondi Timoner"
"W. J. Lincoln"
"Robert Guédiguian"
"Ella Lemhagen"
"John H. Auer"
"Shibu Mitra"
"Shih-Ching Tsou"
"Alejandro Chomski"
"Megan Mylan"
"Ricardo Trogi"
"George Dewhurst"
"Teguh Karya"
"Castleton Knight"
"Law Chi-leung"
"Bobcat Goldthwait"
"Toshiya Fujita"
"Albert Zugsmith"
"Arshad Khan"
"David Siegel"
"Kim Hyun-seok"
"Allen Holubar"
"Allen J. Holubar"
"Henry Cass"
"Niels Arden Oplev"
"Singeetam Srinivasa Rao"
"Jean-Pierre Denis"
"David Oliveras"
"E. Mason Hopper"
"John Campea"
"Lawrence Huntington"
"Steven Hilliard Stern"
"Daniel Espinosa"
"Gary McKendry"
"Heinz Thiel"
"Marion Gering"
"Master P"
"Mike Clattenburg"
"Ricky Gervais"
"Shekhar Kapur"
"Vincent D'Onofrio"
"Vincent D’Onofrio"
"Abel Ferrara"
"Basu Chatterjee"
"David Bezmozgis"
"David O. Russell"
"Richard Linklater"
"Ben Affleck"
"Barry Sonnenfeld"
"Sebastian Bieniek"
"Dayaram Dahal"
"Delbert Mann"
"Jeannot Szwarc"
"Joseph Kane"
"Larry Peerce"
"Leslie S. Hiscott"
"María Teresa Costantini"
"Mia Hansen-Løve"
"Peter Godfrey"
"Robert Lieberman"
"Rob Lieberman"
"Bryan Gordon"
"Harry Kümel"
"Simon Cellan Jones"
"Vikram Bhatt"
"Alfonso Brescia"
"Alfred L. Werker"
"Gene Saks"
"Michel Boisrond"
"Paul Bern"
"Silambarasan"
"Silambarasan Rajendar"
"A. Vincent"
"Aloysius Vincent."
"Arcady Boytler"
"Bhagwan Dada"
"Gavin Hood"
"J. Gordon Edwards"
"C. Jay Cox"
"Maria Maggenti"
"Pamela Yates"
"Sergio Sollima"
"Sharron Miller"
"Les Blair"
"Lucas Demare"
"Tony Bill"
"José Luis Cuerda"
"João Pedro Rodrigues"
"William A. Seiter"
"Denny Lawrence"
"Karen Disher"
"Léandre-Alain Baker"
"Sai Prakash"
"Sunil Ibrahim"
"José Díaz Morales"
"Herbert Hall Winslow"
"Widgey R. Newman"
"Chaturbhuj Doshi"
"Laurent Firode"
"Andy Heathcote"
"James Anderson"
"Jonathan King"
"Krishna Vamsi"
"Randle Ayrton"
"Suresh"
"Allan Eastman"
"Christian E. Christiansen"
"Liz Garbus"
"Mehul Kumar"
"Mehul Kumar Original Name Mohammed Baloch"
"Reginald Denham"
"Luigi Bazzoni"
"Bud Pollard"
"Ivan Cardoso"
"Rasmus Breistein"
"Debraj Sinha"
"Casper Andreas"
"Daniel Junge"
"Dave Boyle"
"Don Hertzfeldt"
"Michel Monty"
"Shungo Kaji"
"Josiane Balasko"
"Michael Haneke"
"Maclean Rogers"
"Mahesh Kothare"
"Oswald Mitchell"
"Judy Irving"
"Mukul S. Anand"
"Oz Scott"
"Remzi Jöntürk"
"Sheldon Lettich"
"Larry Clark"
"Byron Haskin"
"Guy Green"
"Malcolm St. Clair"
"Paul Schrader"
"Richard Martin"
"Steve Lawrence"
"Tarun Majumdar"
"Terence Young"
"Eben Fiske Ostby"
"Frank Lloyd"
"Frank R. Strayer"
"Hans Heinrich"
"John Kaye"
"Kim Yoo-jin"
"Kim Yu-jin"
"Kishore Sahu"
"Marvin J. Chomsky"
"Montxo Armendáriz"
"Norman Walker"
"Goffredo Alessandrini"
"Hava Kohav Beller"
"Hugo Stiglitz"
"Jason Reitman"
"Márton Keleti"
"Pankaj Parashar"
"Ryszard Bugajski"
"Tatineni Prakash Rao"
"Claudia Weill"
"Herbert Wise"
"Héctor Babenco"
"Paul Soter"
"Alex van Warmerdam"
"Budd Boetticher"
"Frank Whaley"
"John Mallory Asher"
"Michael Lembeck"
"Shaukat Hussain Rizvi"
"Arthur Robison"
"Gustav Machatý"
"Kunchacko"
"Robert Ellis Miller"
"Adam Dubin"
"Al Boasberg"
"Katta Subba Rao"
"Leslie Goodwins"
"Ning Hao"
"Nìng Hào"
"宁浩"
"甯浩"
"Ravi Tandon"
"Laetitia Masson"
"Lætitia Masson"
"Gaby Dellal"
"Alan Metter"
"Martin Provost"
"Nicholas Carpenter"
"Perarasu"
"Anil Das"
"Anil Ganguly"
"Arvind Babbal"
"Thirupathisamy"
"Neal Brennan"
"Claude Fournier"
"Jean van de Velde"
"Malachi Bogdanov"
"Mike Pandey"
"Phil Rosen"
"Rudolf van den Berg"
"Kōji Wakamatsu"
"Rob Minkoff"
"Andrew Disney"
"Greg Franklin"
"Idil Ibrahim"
"إيديل إبراهيم"
"Matt Wolf"
"Sadik Ahmed"
"Gerardo Herrero"
"Hugh Ford"
"Walter West"
"Michael Winner"
"Roland Joffé"
"Stanley Kwan"
"Guān Jǐnpéng"
"Kwan1 Kam2 Pang4"
"关锦鹏"
"關錦鵬"
"Frank Pierson"
"Lev L. Spiro"
"Lev. L. Spiro"
"Mario Mattoli"
"Hans Behrendt"
"Hands Behrendt"
"Hans Quest"
"Frank Coraci"
"Aleksei Yuryevich German"
"Armando Bó"
"Cyril Frankel"
"George Waggner"
"Irene Taylor Brodsky"
"Lewis D. Collins"
"Neer Shah"
"Ross Katz"
"Víctor Laplace"
"Anil Sharma"
"Robert Pulcini"
"Shari Springer Berman"
"Suneel Darshan"
"Justin Edgar"
"Léo Joannon"
"Satyen Bose"
"Wallace Fox"
"Wei Te-Sheng"
"魏德圣"
"魏德聖"
"Yoshinobu Nishizaki"
"西﨑義展"
"Vernon Sewell"
"Norman Leonard Spencer"
"Norman Spencer"
"Safy Nebbou"
"Deepak Sareen"
"Hiroshi Ishikawa"
"Kate Woods"
"Pramod Chakravorty"
"Eran Creevy"
"Jack Denton"
"K. Vijayan"
"Kenelm Foss"
"Syd Courtenay"
"Kálmán Nádasdy"
"Abby Epstein"
"Roland D. Reed"
"Muthyala Subbaiah"
"Robert Celestino"
"Dia Sokol Savage"
"Adam Hootnick"
"Salvatore Stabile"
"André Malraux"
"Leonard Nimoy"
"Michelangelo Antonioni"
"Peter Greenaway"
"Cate Shortland"
"Doug Lefler"
"Durai"
"Fred C. Brannon"
"Giancarlo Esposito"
"Ishmael Bernal"
"Kunal Kohli"
"McG"
"Mohammad Malas"
"محمد ملص"
"Raj N. Sippy"
"Rituparno Ghosh"
"Robert Boyd"
"Robert Douglas"
"Georges Méliès"
"Imtiaz Ali"
"Berthold Viertel"
"Lamberto Bava"
"Bobby Farrelly"
"Peter Farrelly"
"Jonathan Levine"
"Norifumi Suzuki"
"Noribumi Suzuki"
"Shirin Neshat"
"Geoff Murphy"
"Sunil Dutt"
"Wilfred Lucas"
"Wilfred Van Norman Lucas"
"Nabil Maleh"
"Anthony O'Sullivan"
"Brian Goodman"
"Issa Serge Coelo"
"Jerome Storm"
"Law Wing-cheung"
"Law Wing-Cheong"
"Lo4 Wing5 Cheung1"
"Luó2 Yǒng3 Chāng1"
"罗永昌"
"羅永昌"
"Upi Avianto"
"Michael Pressman"
"H. R. Bhargava"
"Aubrey Powell"
"Lee Demarbre"
"Richard Elfman"
"Burt Reynolds"
"Sergei Bondarchuk"
"Don Coscarelli"
"Donald Coscarelli"
"Juris Podnieks"
"Ahmed Boulane"
"Merzak Allouache"
"Byron Howard"
"Daniel Alfredson"
"Jacob Cheung"
"jeung1 ji1 leung6"
"zhang zhi liang"
"張之亮"
"T. Hayes Hunter"
"Vamsy"
"Benoît Graffin"
"Russ Mayberry"
"Jerry Jameson"
"Michael Mazo"
"Kōji Shiraishi"
"Edgar Wright"
"Kelly Makin"
"Lewis Allen"
"Mark L. Lester"
"Philip Martin"
"Richard Wallace"
"Wilhelm Thiele"
"Max Ophüls"
"Caleb Deschanel"
"Caleb Deschanel, A.S.C."
"William Monahan"
"Damiano Damiani"
"Dibakar Banerjee"
"Jean-Marie Poiré"
"Mark Robson"
"Michael Herz"
"Nouri Bouzid"
"Samson Chiu"
"Ulu Grosbard"
"Vicky Jenson"
"Joana Hadjithomas"
"Joana Hadjitho"
"Kamal El Sheikh"
"كمال الشيخ"
"Khalil Joreige"
"D. J. Caruso"
"Henry Barakat"
"Henry Anthony Barakat"
"هنري بركات"
"Mohamed Khan"
"Nacer Khemir"
"Tewfik Saleh"
"Albert Band"
"Dan Mazer"
"Gulshat Omarova"
"Tom Walls"
"Dell Henderson"
"Ajoy Kar"
"Leon Ichaso"
"Premankur Atorthy"
"Sandy Tung"
"Errol Morris"
"Harry Shearer"
"Jerry Lewis"
"Lindsay Anderson"
"Mack Sennett"
"Sam Peckinpah"
"Anthony Asquith"
"Bertrand Tavernier"
"Colin Campbell"
"Costa-Gavras"
"Gus Van Sant"
"Harald Reinl"
"Jacob Tierney"
"Mircea Daneliuc"
"Roger Daltrey"
"Sammo Hung"
"洪金寶"
"Hung4 Gam1-bou2"
"Hóng Jīnbǎo"
"洪金宝"
"Seth MacFarlane"
"Thomas Carter"
"Danny Leiner"
"Aubrey Scotto"
"Ivar Campbell"
"Kjell Sundvall"
"Gabriel Aghion"
"Joseph Barbera"
"José Antonio Nieves Conde"
"Martin Asphaug"
"Samvel Gasparov"
"Jack Lee"
"Joe May"
"Joseph Brooks"
"Masaru Konuma"
"Hans Müller"
"Harry Hughes"
"Lewis Seiler"
"Matteo Garrone"
"Miguel Arteta"
"Wang Bing"
"Wáng Bīng"
"王兵"
"Jane Campion"
"Dame Jane Campion"
"James Franco"
"Francis Boggs"
"Helen Shaver"
"Helmut Käutner"
"Borhane Alaouié"
"Olivier Dahan"
"Erich Engel"
"Erich Waschneck"
"Georg Tressler"
"Hans Deppe"
"Rudolf Meinert"
"Georg Wildhagen"
"Jannicke Systad Jacobsen"
"Lucio Pellegrini"
"Vladimir Grammatikov"
"John Fasano"
"Shahzad Rafique"
"Shehzad Rafique"
"Anaïs Barbeau-Lavalette"
"Hans Abramson"
"Nathan Greno"
"Nathan Thomas Greno"
"Anna Odell"
"Herbert I. Leeds"
"Norma Bailey"
"Fatma Zohra Zamoum"
"Will Ryder"
"Winsor McCay"
"James Longley"
"John Harrison"
"Lasse Hallström"
"Peter O'Brian"
"Ranald MacDougall"
"Zoya Akhtar"
"Annemarie Jacir"
"Darren Lynn Bousman"
"Ghassan Salhab"
"Ikram Akhtar"
"Timo Koivusalo"
"Timo Johannes Koivusalo"
"David Trumble"
"Joseph Santley"
"Mark Albiston"
"Vishal Bhardwaj"
"Kenneth Webb"
"Luciano Tovoli"
"Mitchell Leisen"
"Ronit Elkabetz"
"Graeme Clifford"
"Peter Tewksbury"
"Wenn V. Deramas"
"Direk Wenn"
"Alexandre Arcady"
"Maury Dexter"
"Anwar Kamal Pasha"
"Craig Moss"
"Agnès Varda"
"Eddie Romero"
"Michael Anderson"
"Phillips Smalley"
"Roel Reiné"
"Thom Eberhardt"
"Andrew Fleming"
"Ernst Lubitsch"
"Kirk Douglas"
"Greydon Clark"
"Abbas Kiarostami"
"Georges Franju"
"Joseph Vilsmaier"
"Salah Abu Seif"
"Simon Wincer"
"Mohamed Al-Daradji"
"Nabil Ben Yadir"
"Charles Spaak"
"Daniel Sánchez Arévalo"
"Catherine Corsini"
"Edmond T. Gréville"
"Usama Muhammad"
"Philippe de Chauveron"
