"writer"
"Rokusuke Ei"
"Rolando Hinojosa"
"Ron Elisha"
"Ron Friedman"
"Ronit Lentin"
"Roslyn Schwartz"
"Rowland Berthoff"
"S. Jithesh"
"Sarah Ann Dickey"
"Sarah A. Dickey"
"Sarah Caudwell"
"Sean Wallace"
"Sefnyn"
"Shah Hussain"
"Sheilah Graham"
"Shirl Henke"
"Shozo Yoshigami"
"Simwnt Fychan"
"Sophie Carmen Eckhardt-Gramatté"
"Stanley Palmer"
"Stefan Fatsis"
"Stefanie von Schnurbein"
"Stephen Harrigan"
"Steven Carroll"
"Stewart Edward White"
"Sulkhan-Saba Orbeliani"
"Susan Duncan"
"Susana Medina"
"Ted Hines"
"Theodore Christian ""Ted"" Hines"
"The Misanthropic Bitch"
"Theophilus Evans"
"Tom Flood"
"Tom Langan"
"Tom McCarthy"
"Tom Moldvay"
"Thomas Steven Moldvay"
"Tom Whitecloud"
"Tommy Blacha"
"Tserents"
"Tudor Mușatescu"
"Tudor Muşatescu"
"Ume Aoki"
"V. T. Induchoodan"
"Vahan Terian"
"Vahan Teryan"
"Vicente Fidel López"
"Victor Heck"
"Virgil Nemoianu"
"Vivian Gornick"
"Ward Just"
"Warren Norwood"
"Warren Carl Norwood"
"William A. Henry III"
"William Attaway"
"William Barleycorn"
"William N Barleycorn"
"William Reed"
"William Robert Shepherd"
"Winifred Barnum"
"Y Prydydd Bychan"
"Yulia Zhadovskaya"
"Yōko Ogawa"
"Yoko Ogawa"
"Zuzka Zguriška"
"Ángel Ganivet"
"Édouard Blau"
"Douglas J. Eboch"
"Erin Cressida Wilson"
"John Cloake"
"John Cecil Cloake"
"Oringe Smith Crary"
"Pierre Boutang"
"Alexander Odoevsky"
"Anne Chislett"
"Arshi Pipa"
"Barbara Brennan"
"Barbara Ann Brennan"
"Bertil H. van Boer"
"Charles-Etienne Jordan"
"Esther Tusquets"
"Seiichi Funahashi"
"Gregorios Xenopoulos"
"Irmgard Bartenieff"
"Lu Wenfu"
"Mary Edith Scott"
"Mary Jane Carr"
"Massimo Carlotto"
"Noëlle Châtelet"
"Olga Slavnikova"
"Penelope Wallace"
"Pyotr Boborykin"
"Pèire Godolin"
"Ronald Reng"
"Sparkle Hayter"
"Uday Prakash"
"Vincent Crapanzano"
"Vitaly Bianki"
"Vladimir Dudintsev"
"Şakir Bilgin"
"BabelCon"
"Carsten Bleness"
"Dikran Chökürian"
"Dikran Chokurian"
"Edith M. Thomas"
"Eleanor Vere Boyle"
"Eugene McNamara"
"Eva Ström"
"Fani Badayuni"
"Fani badayuni"
"Ivo Pukanić"
"Khandavalli Lakshmi Ranjanam"
"Kuga Katsunan"
"Nazaret Daghavarian"
"Նազարէթ Տաղաւարեան"
"Peter Entwisle"
"Vartkes Serengülian"
"Vartkes Serengulian"
"Adam Foulds"
"Ahuvah Gray"
"Ajit Ninan"
"Alessandro Piperno"
"Alice Albinia"
"Amanda Hooton"
"Amulya Barua"
"Anatoly Kasheida"
"Angela Narth"
"Ardashes Harutiunian"
"Ardashes Harutunian"
"Արտաշէս Յարութիւնեան"
"Arnljot Eggen"
"Arrigo Levi"
"Arvid Genetz"
"Arvid Oskar Gustaf Genetz"
"Asbjørn Øverås"
"Barrington J. Bayley"
"Bente Engesland"
"Bertha Adkins"
"Bill Perkins"
"Bill Warren"
"Birendra Kumar Bhattacharya"
"ড°বীৰেন্দ্ৰ কুমাৰ ভট্টাচাৰ্য"
"Bjarne Slapgard"
"Boris Lavrenyov"
"Brian Francis Slattery"
"Byrd Baylor"
"Cameron McAllister"
"Carl J. Richard"
"Cathleen With"
"Cesare Segre"
"Charles-Louis-Étienne Nuitter"
"Charles Exbrayat"
"Chelsea Cain"
"Chester Aaron"
"Chris Pramas"
"Christophe Claro"
"Christopher Hope"
"Circe Maia"
"Clara Sereni"
"Dana Fox"
"David Ellis"
"David G. Armstrong"
"David Reiter"
"David P Reiter"
"David Sirlin"
"David W. Garland"
"David W Garland"
"Denise Fleming"
"Dick Harrison"
"Duane Adler"
"Dudley Leavitt"
"Eirik Newth"
"Elbazduko Britayev"
"Eldrid Lunden"
"Elizabeth Searle"
"Elizabeth Shepley Sergeant"
"Emil Boyson"
"Eric Miles Williamson"
"Erling Lars Dale"
"Espen Haavardsholm"
"François-Henri Désérable"
"François Gény"
"Garbhan Downey"
"Gary A. Kowalski"
"Ghadam-Ali Sarami"
"Giovanni Testori"
"Gloria Lisé"
"Gregory Day"
"Gunnar Bull Gundersen"
"Guy des Cars"
"Hal Roth"
"Hanne Ørstavik"
"Harry Lee Poe"
"Helge Stalsberg"
"Hieronimo Squarciafico"
"Ibragim-Bek Sarakaev"
"Ida Pollock"
"Ida Julia Crowe Pollock"
"Illana Katz"
"Inger Elisabeth Hansen"
"Inger Elizabeth Hansen"
"إسماعيل خالدي"
"Jacob Rosenberg"
"Jamie Curtis"
"Jan Inge Sørbø"
"Jane Barlow"
"Jarosław Marek Rymkiewicz"
"Jasia Reichardt"
"Jason Bulmahn"
"Jay Kinsbruner"
"Jean de La Chapelle"
"Jean de la Chapelle"
"Jen Sookfong Lee"
"Jens Lapidus"
"Jhaverchand Meghani"
"Joanna Olczak-Ronikier"
"Jocelyn Herbert"
"Joe Stillman"
"John Caselberg"
"John Hamilton Reynolds"
"John Lodwick"
"John Michael Cummings"
"John Shebbeare"
"Jon Gjerde"
"Jon Hellesnes"
"Jon Lucas"
"Jonathan Fernandez"
"Jonny Trunk"
"Judy Astley"
"Julia Frankau"
"Jérôme Tharaud"
"K. T. Muhammed"
"Karan Bajaj"
"Kate Harrington"
"Ken Kuhlken"
"Kerry O'Quinn"
"Kola Onadipe"
"Kolachalam Srinivasa Rao"
"Kristine Smith"
"Kuber Nath Rai"
"Acharya Kuber Nath Rai"
"L. du Garde Peach"
"Lawrence Bridges"
"Lawrence La Fountain-Stokes"
"Lee Shapiro"
"Leigh Hobbs"
"Lila Karp"
"Linda Greenlaw"
"Liv Køltzow"
"Lucy Thompson"
"Lyn Coffin"
"M. R. Bhattathiripad"
"Maiya Williams"
"Marianna Mayer"
"Marijo Moore"
"Marilyn Jaye Lewis"
"Marilyn Kaytor"
"Marilyn Nelson"
"Marita Fossum"
"Martha Nell Smith"
"Mary MacCarthy"
"Maud Johnson"
"Michael Perelman"
"Mike Benson"
"Milisav Popović"
"Mireille Marokvia"
"Moderata Fonte"
"Modesta di Pozzo di Forzi"
"Nan Agle"
"Nancy Gibbs"
"Odd Eidem"
"Olvido García Valdés"
"Paal-Helge Haugen"
"Paul Clammer"
"Paul Tansey"
"Peter D. Clark"
"Peter Pezzelli"
"Phil Lampi"
"Philander Chase Johnson"
"Philip Graham"
"Philip Sherrard"
"Phyllis Ann Karr"
"Pierre-Joseph Thoulier d'Olivet"
"Pierre de Boissat"
"Racey Helps"
"Ragnar Hovland"
"Ragnhild Jølsen"
"Ralph Fletcher"
"Raymond Picard"
"Reynaldo Anzaldua Jr."
"Riccardo Calimani"
"Riccardo Pacifici"
"Riccardo Reuven Pacifici"
"Richard Billows"
"Rita Wong"
"Robert Thornton Henderson"
"Roberto Drummond"
"Roger Hutchinson"
"Ronald Steel"
"Roni Bandini"
"Rospo Pallenberg"
"Ross Cox"
"Ross Raisin"
"Rune Belsvik"
"Sachidananda Routray"
"Samanta Schweblin"
"Samina Raja"
"Sara Pennypacker"
"Sarah Morrison"
"Scott Knaster"
"Sheryll Cashin"
"Sheryll D. Cashin"
"Sidney Oldall Addy"
"Sigmund Mjelve"
"Signy Fardal"
"Sinikka Laine"
"Stephen Wakelam"
"Steve Hochstadt"
"Stian Hole"
"Sue Lawrence"
"Suwanni Sukhontha"
"สุวรรณี สุคนธา"
"Thoppil Bhasi"
"Tim Kask"
"Timothy J. Kask"
"Timothy Huskey"
"Tom De Haven"
"Tom Gish"
"Tom Hungerford"
"Tor Obrestad"
"Tuhin Sinha"
"Unveiling a Parallel"
"Vettam Mani"
"Vibhuti Narain Rai"
"Vicki Mackenzie"
"Victor Courtney"
"Victor Desmond Courtney"
"Vincent Michael Brown"
"Vincent Brown"
"Violet Fane"
"Vladimír Šlechta"
"Wade Everett"
"Will CookandGiles A. Lutz"
"Walter Bruno"
"Wendy James"
"Wendy Law-Yone"
"Wendy Orr"
"William Everett Cook"
"Will Cook"
"William Leman Rede"
"William Pitt Smith"
"Willie Wilde"
"Yusuke Kishi"
"Erzsébet Galgóczi"
"Laura Grimaldi"
"Annie Vivanti"
"György Harag"
"Nathalie Lartilleux"
"Pagu"
"Nina Mikhailovna Sadur"
"Nina Sadur"
"A. A. Milne"
"Alfred Edward Housman"
"A. E. van Vogt"
"Agatha Christie"
"Dame Agatha Christie"
"(DBE)"
"(Lady Mallowan)"
"Alan Ayckbourn"
"Sir Alan AyckbournCBE"
"Alan Garner"
"Aldous Huxley"
"Aleksandr Solzhenitsyn"
"Alfred Jarry"
"Alfred Jarry."
"Allen Ginsberg"
"Anatole France"
"Anaïs Nin"
"Andrzej Sapkowski"
"André Gide"
"Anne Brontë"
"Anton Chekhov"
"Apuleius"
"Arthur Laurents"
"Arthur Miller"
"August Derleth"
"Ayn Rand"
"Beatrix Potter"
"Ben Bova"
"Bill Bryson"
"Bjørn Lomborg"
"Boris Pasternak"
"Bram Stoker"
"Brian Aldiss"
"Brion Gysin"
"Bruce Sterling"
"Catherine Lucile Moore"
"C. Northcote Parkinson"
"C. S. Forester"
"C. S. Lewis"
"Carlo Collodi"
"Carlo Goldoni"
"Charles Baudelaire"
"Charles Dickens"
"Charles Williams"
"Charlotte Brontë"
"Christopher Marlowe"
"Clark Ashton Smith"
"Clive Barker"
"Colette"
"Sidonie-Gabrielle Colette"
"Colin Dexter"
"Cordwainer Smith"
"Cyril M. Kornbluth"
"Czesław Miłosz"
"Dalton Trumbo"
"Damon Runyon"
"Dan Simmons"
"Daniel Defoe"
"Dante Alighieri"
"Dave Barry"
"David Mamet"
"Dean Koontz"
"Derek Walcott"
"Sir Derek Walcott"
"Donald Allen Wollheim"
"Dorothy Parker"
"Douglas Adams"
"Dr. Seuss"
"Dylan Thomas"
"E. B. White"
"E. E. Smith"
"Edward Elmer Smith"
"E. T. A. Hoffmann"
"Edgar Allan Poe"
"Edgar Rice Burroughs"
"Edmund Spenser"
"Edna St. Vincent Millay"
"Eduardo Blasco Ferrer"
"Edward Bellamy"
"Edward Lear"
"Edward Plunkett, 18th Baron of Dunsany"
"The Lord Dunsany"
"Elias Canetti"
"Elie Wiesel"
"Elizabeth Barrett Browning"
"Emily Brontë"
"Emily Jane Brontë"
"Enid Blyton"
"Eric Hoffer"
"Ernest Hemingway"
"Ernest Thayer"
"Eusebius"
"Eusebius of Caesarea"
"FM-2030"
"Fernando Pessoa"
"Filippo Tommaso Marinetti"
"Frank Herbert"
"Frank Kelly Freas"
"Frans Eemil Sillanpää"
"Fred Reed"
"Frederik Pohl"
"Fritz Leiber"
"Fritz Leiber Junior"
"Fyodor Dostoyevsky"
"G. K. Chesterton"
"Gary Gygax"
"Gary Snyder"
"Geoff Ryman"
"Geoffrey Chaucer"
"George Bernard Shaw"
"George Eliot"
"George Orwell"
"George R. R. Martin"
"George Robert Aberigh-Mackay"
"Giosuè Carducci"
"Giovanni Boccaccio"
"Gotthold Ephraim Lessing"
"Grazia Deledda"
"Greg Egan"
"Gustave Flaubert"
"Guy de Maupassant"
"H. G. Wells"
"H. P. Lovecraft"
"Hal Clement"
"Halldór Laxness"
"Hannes Bok"
"Wayne Woodard"
"Hans Christian Andersen"
"Harlan Ellison"
"Helen Keller"
"Henrik Ibsen"
"Henry Chadwick"
"Henry Fielding"
"Henryk Sienkiewicz"
"Herman Melville"
"Hermann Hesse"
"Horace"
"Hugo Gernsback"
"Hunter S. Thompson"
"Iain Banks"
"Isaac Asimov"
"Isaac Bashevis Singer"
"Italo Calvino"
"Ivar Aasen"
"J. G. Ballard"
"J. K. Rowling"
"J. R. R. Tolkien"
"Jack Kerouac"
"Jack  Kerouac"
"Jacob Abbott"
"Jacob Grimm"
"James Alan McPherson"
"James Blaylock"
"James P. Blaylock"
"James Blish"
"James Branch Cabell"
"James Clavell"
"James Thurber"
"Alice B. Sheldon"
"Alice Bradley Sheldon"
"Jan Karon"
"Jane Austen"
"Janusz Zajdel"
"Janusz Andrzej Zajdel"
"Jerome K. Jerome"
"Jerome Klapka Jerome"
"Jerry Pournelle"
"Joanna Russ"
"John Brunner"
"John Donne"
"John Grierson"
"John Irving"
"John Keats"
"John Masefield"
"John Milton"
"John Steinbeck"
"John Updike"
"John W. Campbell"
"John William Polidori"
"John van Melle"
"Jonathan Swift"
"Jorge Luis Borges"
"Joseph Campbell"
"Joseph Conrad"
"Judy Blume"
"Jules Verne"
"K. W. Jeter"
"Kevin Wayne Jeter"
"Kaj Munk"
"Karel Hynek Mácha"
"Karel van het Reve"
"Kathy Acker"
"Ken Kesey"
"Ken MacLeod"
"Kim Stanley Robinson"
"Kingsley Amis"
"Sir Kingsley Amis"
"Knut Hamsun"
"Konstantin Stanislavski"
"Constantin Stanislavski"
"Kurt Vonnegut"
"L. Frank Baum"
"Lafcadio Hearn"
"Koizumi Yakumo (小泉八雲)"
"Larry Niven"
"Laurence Sterne"
"Lester Bangs"
"Li Bai"
"Titus Livius"
"Titus Livius (Livy)"
"Lois McMaster Bujold"
"Louisa May Alcott"
"Louisa  Alcott"
"Louise Erdrich"
"Ludovico Ariosto"
"Luigi Pirandello"
"Margaret Mitchell"
"Marina Tsvetaeva"
"Marsilio Ficino"
"Martin Gardner"
"Mary Wollstonecraft"
"Michael Crichton"
"Michael Moorcock"
"Michele Columbu"
"Miguel de Cervantes"
"Naguib Mahfouz"
"Naomi Klein"
"Naomi Wolf"
"Nathaniel Hawthorne"
"Neal Stephenson"
"Neil Gaiman"
"Nicholas Lemann"
"Oscar Wilde"
"Ouida"
"Maria Louise Ramé"
"Pat Cadigan"
"Patrick White"
"Paul Auster"
"Peter Altenberg"
"Peter Carey"
"Peter CareyAO"
"Peter F. Hamilton"
"Peter Handke"
"Petrarch"
"Philip K. Dick"
"Piers Anthony"
"Plutarch"
"Poul Anderson"
"Procopius"
"Procopius of Caesarea"
"Rainer Maria Rilke"
"Ray Bradbury"
"Raymond Chandler"
"Richard Bach"
"Richard Lovelace"
"Richard Matheson"
"Robert A. Heinlein"
"Robert Bloch"
"Robert Chambers"
"Robert E. Howard"
"Robert Frost"
"Robert Jordan"
"Robert Louis Stevenson"
"Robert M. Pirsig"
"Robert Musil"
"Robert Penn Warren"
"Robertson Davies"
"Roger Angell"
"Rudyard Kipling"
"Samuel Beckett"
"Sheridan Le Fanu"
"Joseph Sheridan Le Fanu"
"Stanisław Lem"
"Stendhal"
"Marie-Henri Beyle"
"Stephen King"
"Walter Scott"
"Sir Walter Scott, Bt"
"Edouard de Pomiane"
"Adriaan van Meerbeeck"
"Agnar Johannes Barth"
"Ahmet Hamdi Tanpınar"
"Alan Abelson"
"Alan Clarke"
"Alan Kohler"
"Alan Rodgers"
"Alan Villiers"
"Albrecht Fölsing"
"Aldo Busi"
"Aldo Palazzeschi"
"Aldo Giurlani-Palazzeschi"
"Ale Ahmad Suroor"
"Aleksandr Vinogradov"
"Aleksandr Aleksandrovich Vinogradov"
"Alex Berenson"
"Alexander Whisker"
"Alfred Neumann"
"Algernon Charles Swinburne"
"Ali Moeen"
"Allen Adler"
"Allen Kurzweil"
"Alphonse Alkan"
"Amanda McKittrick Ros"
"Andrew Murray"
"Andy Tillman"
"Anne Frank"
"Anne Rice"
"Anne Sexton"
"Anselmo Suárez y Romero"
"Anthony Horowitz"
"Anya Seton"
"Arthur Bloch"
"Arthur Conan Doyle"
"Sir Arthur Conan Doyle"
"Arturo Pérez-Reverte"
"B. G. L. Swamy"
"Barbara Sher"
"Barker Fairley"
"Barrett Tillman"
"Barry Davies"
"Barry George Davies"
"Barry Pilton"
"Belle de Jour"
"Brooke Magnanti"
"Benito Pérez Galdós"
"Bernadotte Everly Schmitt"
"Bernard Newman"
"Bernard Charles Newman"
"Bernard Salt"
"Bertha Runkle"
"Billy O'Callaghan"
"Binod Bihari Verma"
"Birdsall S. Viault"
"Bob Brown"
"Bonnie Greer"
"Brad Vice"
"Brown Holmes"
"C. K. Stead"
"C. W. Ceram"
"Caitlin Davies"
"Carey McWilliams"
"Carol Guess"
"Carol Severance"
"Carolyn Parkhurst"
"Carrie Brown"
"Carrie Kabak"
"Celestine Sibley"
"Chaim Yitzchak Bloch Hacohen"
"Hayyim Yitzhak HaCohen Bloch"
"Charles Hamilton"
"Charles Morris"
"Charles Sprague"
"Charlie Huston"
"Chris Collins"
"Christopher Awdry"
"Clare Asquith"
"Clarinda"
"Clay Fulks"
"Clyde Robert Bulla"
"Constance Reid"
"Constance Villiers-Stuart"
"Dacia Maraini"
"Daisy Newman"
"Daniel Keyes"
"Daniil Granin"
"Daniil Alexandrovich Granin"
"Даниил Александрович Гранин"
"Daniil Kharms"
"Dave Pelzer"
"David Pelzer"
"David A. Adler"
"David George Stead"
"David Hill"
"David Lodge"
"David Martin"
"David Newman"
"David Parker"
"David Williams"
"David B. Williams"
"Debbie Kruger"
"Debra Doyle"
"Dr. Debra Doyle"
"Denys Johnson-Davies"
"Dieudonné Gnammankou"
"Edward Grant"
"Edward Maitland"
"Edwin Denby"
"Edwin Torres"
"Elaine Cunningham"
"Elif Şafak"
"Elizabeth Clarke Wolstenholme Elmy"
"Elizabeth Nunez"
"Eliécer Cárdenas"
"Eliécer Cárdenas Espinosa"
"Elmore Leonard"
"Eric Chappell"
"Eric Jager"
"Eric Wright"
"Ethel Pedley"
"Fam Ekman"
"Felicia Hemans"
"Fernando Ponce de León"
"Filippo Villani"
"Floride Clemson"
"Fran Lebowitz"
"Frances Fyfield"
"Frances Hegarty"
"Francis Smith"
"Francisco João \\\\GIP\\\\ da Costa"
"Frederic William Maitland"
"Frederick Bernays Wiener"
"Friedrich Christian Delius"
"G. F. Newman"
"G.F. Newman"
"Gail Godwin"
"George Herbert Palmer"
"George Selden"
"Georgia Byng"
"Gertrude Crampton"
"Gig Ryan"
"Gig Elizabeth Ryan"
"Gloria D. Miklowitz"
"Godfrey Davies"
"Gordon Lish"
"Greatrex Newman"
"Gregg Hurwitz"
"Gregory Keyes"
"Gruffudd ab Adda"
"Gus Williams"
"Gō Zappa"
"H. A. Hellyer"
"Dr H.A. Hellyer"
"Hanoch Teller"
"Hans-Emil Schuster"
"Hans G. Adler"
"Hans Much"
"Hans Roland"
"Harald Sverdrup"
"Harold Coyle"
"Harriet Prescott Spofford"
"Harriet Elizabeth Prescott Spofford"
"Harry Bates"
"Harry Smith"
"Harry J. Smith"
"Hartvig Lassen"
"Hayford Peirce"
"Hazel Hutchins"
"Heather Terrell"
"Henny Backus"
"Henri-Frédéric Amiel"
"Henry Peacham the elder"
"Henry Peacham"
"Hiroshi Mori"
"Homero Manzi"
"Horatio Clare"
"Hugh Bicheno"
"Hugh Sykes Davies"
"Hunter Davies"
"Edward Hunter Davies"
"Håkon Tysdal"
"Ian Ferguson"
"Ingo Schulze"
"Ivar Lo-Johansson"
"J. D. Salinger"
"J. Meade Falkner"
"John Meade Falkner"
"Jacques Rivière"
"James Allen"
"James Baldwin"
"James Campbell"
"James Logie Robertson"
"James M. McPherson"
"James Sully"
"James Tate"
"James Thomson"
"Jan Beneš"
"Jane Taylor"
"Jean-Richard Bloch"
"Jean Baptiste Lefebvre de Villebrune"
"Jeanne Birdsall"
"Jeff Pidgeon"
"Jim Munroe"
"Jim Parton"
"Jim Smith"
"Jim Stovall"
"Jim Turner"
"Joan London"
"Joaquín Gallegos Lara"
"Joel Oppenheimer"
"Johann Wolfgang von Goethe"
"Johann Wolfgang (von) Goethe"
"John Bell"
"John Bennett"
"John Boyne"
"John Davidson"
"John Dunning"
"John Freeman"
"John Greenleaf Whittier"
"John Jones"
"Jac Glan y Gors"
"John Joseph Lalor"
"John King"
"John McCormack"
"John P. Marquand"
"John Peel"
"John Simpson"
"John Wilson"
"Johnny Speight"
"Jojo Moyes"
"José Antonio Ramos Sucre"
"Juanita Bynum"
"Julia Strachey"
"Julie Burchill"
"Julie E. Czerneda"
"Julie Powell"
"Julius Fučík"
"Junot Díaz"
"Justine Larbalestier"
"Katharine Susannah Prichard"
"Katherine Susannah Prichard"
"Katie Hafner"
"Katrina Onstad"
"Kazushi Hosaka"
"Kelley Eskridge"
"Kevin Davies"
"KevinJon Davies"
"Kim Newman"
"Kristina Brenk"
"Kyōsuke Kindaichi"
"Langston Hughes"
"Larry Doyle"
"Leconte de Lisle"
"Charles Marie René Leconte de Lisle"
"Leigh Wiener"
"Leigh A. Wiener"
"Leo Wiener"
"Leona Florentino"
"Lesli Linka Glatter"
"Leslie Barringer"
"Leslie Newman"
"Lesléa Newman"
"Libby Fischer Hellmann"
"Lissa Evans"
"Logan Pearsall Smith"
"Loraine Hutchins"
"Lorentz Dietrichson"
"Louis-Maurice Boutet de Monvel"
"Louise Fitzhugh"
"Loung Ung"
"Lucinda Lambton"
"Ludwig Marcuse"
"Ludwig Uhland"
"Luis Lloréns Torres"
"Luis López Nieves"
"Luis Pacheco de Narváez"
"Luis Palés Matos"
"Luis Palés Matós"
"Luis Rafael Sánchez"
"Lydia Sargent"
"Lytton Strachey"
"Mariam Petrosyan"
"Marian Keyes"
"Mark Burchett"
"Mark Burgess"
"Mark Ethridge"
"Mark Simpson"
"Marshall Vian Summers"
"Martin Nag"
"Mary Stewart Cutting"
"Matthew Fox"
"Maurice Rostand"
"Maurits Hansen"
"Mechtilde Lichnowsky"
"Michael Cunningham"
"Michael Davis"
"Michael G. Coney"
"Michael Grant"
"Michael Green"
"Michael D. Horowitz"
"Michael Kelly"
"Michael Moynihan"
"Michael Schur"
"Michael Smith"
"Micheal Smith"
"Mickey Spillane"
"Miguel Delibes"
"Mihai Eminescu"
"Mike Nappa"
"Mir Taqi Mir"
"Meer Muhammad Taqi Meer"
"Urdu poetofMughal era"
"Mircea Cărtărescu"
"Mircea Demetriade"
"(Demetriad)"
"Mircea Eliade"
"Mircea Nedelciu"
"Mohammed Dib"
"محمد ديب"
"Monica Pidgeon"
"Munir Niazi"
"Mur Lafferty"
"Mustafa Rahi"
"Mustafa Zaidi"
"Myles Munroe"
"Narayan"
"Nasser Zahedi"
"Neel Doff"
"Nicholas Sparks"
"Nicholas Spark"
"Nick Davies"
"Nicky Cruz"
"Nobuko Yoshiya"
"Ole Gjems-Onstad"
"Oliver St. John Gogarty"
"Oliver Gogarty"
"Omar Hamdi"
"Omar Hamdi ""Malva"""
"Oriel Gray"
"Osvaldo Lira"
"Owen Barfield"
"Paco Ignacio Taibo II"
"Paco Ingnacio Taibo II"
"Parke Godwin"
"Patrick Kennedy"
"Patrick Ryan"
"Paul Anderson"
"Paul Beatty"
"Paul Celan"
"Karl Friedrich Paul Ernst"
"Paul Jenkins"
"Paul Jennings"
"Paul Robinson"
"Paul Spickard"
"Pavol Országh Hviezdoslav"
"Peter C. Newman"
"Peter Dickinson"
"Peter Doyle"
"Peter Ho Davies"
"Peter Marshall"
"Peter Nicholls"
"Peter Porter"
"Peter R. Newman"
"Petro Franko"
"(Петро Іванович Франко)"
"Petro Ivanovych Franko"
"Petro Marko"
"Petro Nini Luarasi"
"Phil Campbell"
"Philly"
"Polaris"
"Prentice Mulford"
"R. A. Salvatore"
"Robert Anthony Salvatore"
"Rachel Lebowitz"
"Ranko Marinković"
"Rashid Karim"
"রশীদ করিম"
"Renata Adler"
"Ricardo Palma"
"Richard B. Pelzer"
"Richard Pelzer"
"Richard L. Tierney"
"Richard Neville"
"Richard Clive Neville"
"Richard Russell"
"Rivkah"
"Rivkah Greulich"
"Robert Dickson"
"Robert J.C. Stead"
"Rod Smith"
"Roddy Doyle"
"Rodney Caston"
"Roger Stone"
"Roger Tory Peterson"
"Roland Topor"
"Ronald Crichton"
"Ruskin Bond"
"Russell T Davies"
"Saadat Hasan Manto"
"Sally Salminen"
"Salvatore Quasimodo"
"Sam Childers"
"Samuel Butler"
"Sara Maitland"
"Sean McMullen"
"Sean Christopher McMullen"
"Selwyn Griffith"
"Selwyn Raab"
"Sergey Lukyanenko"
"Sergei Vasilievich Lukyanenko"
"Sergiusz Piasecki"
"Seth Abramson"
"Seth Morgan"
"Shari Shattuck"
"Shaul Tchernichovsky"
"Sidney Keyes"
"Sigrid Nunez"
"Silver Donald Cameron"
"Stan!"
"Steven ""Stan!"" Brown"
"Stephen Jones"
"Stephen Longstreet"
"Stephen White"
"Steve Birdsall"
"Surendra Jha 'Suman'"
"सुर्नेद्र झा 'सुमन '"
"Surendra Nath Mitra"
"Surendra Sharma"
"Surendra Verma"
"Surendra Verma (Hindi writer)"
"Sydney Taylor"
"T. Glynne Davies"
"Tessa McWatt"
"Theodore de Korwin Szymanowski"
"Théodore de Korwin Szymanowski"
"Thomas Berger"
"Thomas C. Lea III"
"Thomas Calloway ""Tom"" Lea, III"
"Thomas Carew"
"Thomas Mayne Reid"
"Thomas Preston"
"Thomas Shadwell"
"Tim O'Brien"
"Tim Winton"
"Tom McGrath"
"Tom Stevenson"
"Tomás Guevara"
"Ulla Hahn"
"Ustad Daman"
"Ustad Daman (writer)"
"Vardges Petrosyan"
"Վարդգես Պետրոսյան"
"Cicely Veronica Wedgwood"
"Veronica Wedgwood"
"Vida Brest"
"Vikram Seth"
"Viktor Rydberg"
"Violette Leduc"
"Vladimir Mayakovsky"
"Vladislav Vančura"
"Volodymyr Ivasyuk"
"Volodymyr Mykhailovych Ivasiuk"
"Володи́мир Миха́йлович Івасю́к"
"W. H. Davies"
"Waldemar Bonsels"
"Waldemar Young"
"Walter Newman"
"Westbrook Pegler"
"Wilbert Awdry"
"Wilbur Cross"
"Willard R. Espy"
"William Alexander, Baron Alexander of Potterhill"
"William Clark, Jr."
"William Clark Jr."
"William Godwin"
"William Kennedy"
"William Miller"
"William Murdoch"
"William Sampson"
"William Watson"
"Willo Davis Roberts"
"Yakov Polonsky"
"Yaser Esam Hamdi"
"Yukichi Amano"
"Émile Lefebvre"
"Émile Ollivier"
"Éric-Emmanuel Schmitt"
"Edappally"
"Alexis Jenni"
"Alphonse Rabbe"
"Ambarish Srivastava"
"Amy Stewart"
"Amy N. Stewart"
"Andrew A. Skolnick"
"Anne Landsman"
"Anne Waldman"
"Anne de Graaf"
"Anthony Hyman"
"Ayelet Waldman"
"Barry J. Farber"
"Bente Pedersen"
"Bjørg Vik"
"Bob Sullivan"
"Brenda A. Ferber"
"Cecily Norden"
"Cecily Bourchier Norden"
"Cecily von Ziegesar"
"Chitra Mudgal"
"Christopher Reich"
"Daniel Lipman"
"David Galloway"
"(FRSA)"
"David Yee"
"Eppie Lederer"
"Ernst Raupach"
"Ernst Benjamin Salomo Raupach"
"Frank Wright"
"Georg Büchner"
"Georg Heym"
"George Saunders"
"Georges, Vicomte de Mauduit"
"Geraint Bowen"
"Gertrude Himmelfarb"
"Hans Ehrenbaum-Degele"
"Hari Om Srivastava"
"Harold W. Percival"
"Henry Wack"
"Irena Frisch"
"Jacques Lanzmann"
"James Gates Percival"
"Jean Toomer"
"Jesús Escobar"
"Joanna Klink"
"John Burnett"
"John Morton Blum"
"John O'Farrell"
"Justin Halpern"
"Kildare Dobbs"
"Leonid Solovyov"
"Leonida Nikolai Giovannelli"
"Baron Leonida Nikolai Giovannelli"
"Loren Singer"
"M. L. Buchman"
"Maggie O'Farrell"
"Maj Sjöwall"
"Marc Hyman"
"Margaret Marshall Saunders"
"Marianne Ehrmann"
"Mark Dooley"
"Mark Shepherd"
"Mary Ferrell"
"Mavis Jukes"
"Max Frisch"
"Meg Wolitzer"
"Michael Holt"
"Michael Lederer"
"Navid Kermani"
"Norma Farber"
"Odd Kvaal Pedersen"
"Owen Frawley Kildare"
"Paul Yee"
"Peter Bowker"
